id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
27959,Morera,03/11/2011 10:10,Alto (> 8 mts),158.0,Grande,-68.8361206509,-32.8939375419,3,Parque O'Higgins,1531146.02653,0,muy alto
47254,Fresno europeo,16/09/2011 10:52,Alto (> 8 mts),69.0,Grande,-68.8322093383,-32.8739873746,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
22665,Fresno americano,21/06/2011 10:51,Medio (4 - 8 mts),120.0,Grande,-68.8611178926,-32.9004919142,5,Residencial Sur,2423808.92355,0,alto
27598,Morera,07/11/2011 09:24,Alto (> 8 mts),119.0,Grande,-68.8386186785,-32.8943029097,2,Barrio Civico,2366816.36021,0,alto
12734,Olmo bola,24/01/2011 09:35,Alto (> 8 mts),140.0,Grande,-68.8486093203,-32.863686656,6,Residencial Norte,2694682.37982,0,alto
29284,Pltano,22/02/2011 13:38,Alto (> 8 mts),240.0,Grande,-68.8428359728,-32.8878186697,3,Parque O'Higgins,1531146.02653,0,muy alto
20061,Paraiso,09/08/2011 09:49,Medio (4 - 8 mts),73.0,Grande,-68.8341299278,-32.8653774031,4,Cuarta Oeste,1173332.70145,1,medio
44918,Morera,23/08/2011 10:49,Alto (> 8 mts),170.0,Grande,-68.8254881635,-32.8679760528,4,Cuarta Este Área Fundacional,1822015.85685,1,muy alto
39392,Paraiso,12/11/2010 10:29,Alto (> 8 mts),170.0,Grande,-68.8562495935,-32.8697442721,6,Residencial Norte,2694682.37982,0,muy alto
43983,Fresno americano,14/10/2011 12:12,Medio (4 - 8 mts),160.0,Grande,-68.8339444476,-32.8859819291,3,Parque O'Higgins,1531146.02653,0,muy alto
22195,Fresno europeo,18/05/2011 09:49,Bajo (2 - 4 mts),36.0,Mediano,-68.8568426115,-32.898368157,5,Residencial Sur,2423808.92355,0,bajo
27337,Acacia SP,25/10/2011 09:00,Medio (4 - 8 mts),90.0,Grande,-68.835563125,-32.8910155115,3,Parque O'Higgins,1531146.02653,1,medio
47603,Morera,08/09/2011 11:35,Alto (> 8 mts),140.0,Grande,-68.829261178,-32.8717381994,4,Cuarta Este Área Fundacional,1822015.85685,1,alto
47581,Morera,16/09/2011 08:56,Alto (> 8 mts),70.0,Grande,-68.8260221523,-32.8719304546,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
40765,Morera,19/04/2011 08:55,Alto (> 8 mts),158.0,Grande,-68.841657341,-32.884265399,1,Parque Central,1655357.93265,0,muy alto
46998,Paraiso,08/09/2011 14:11,Alto (> 8 mts),122.0,Grande,-68.8319275468,-32.8716753239,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
35964,Paraiso sombrilla,23/03/2011 10:54,Medio (4 - 8 mts),150.0,Grande,-68.8550052304,-32.8758701187,6,Residencial Norte,2694682.37982,0,alto
2034,Paraiso,01/11/2011 08:40,Medio (4 - 8 mts),60.0,Mediano,-68.8333780201,-32.8951126356,3,Parque O'Higgins,1531146.02653,0,bajo
476,Morera,07/03/2012 10:50,Alto (> 8 mts),150.0,Grande,-68.8226218728,-32.8685729872,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
18346,Pltano,29/07/2011 14:20,Alto (> 8 mts),205.0,Grande,-68.8373209854,-32.8686651949,4,Cuarta Oeste,1173332.70145,1,muy alto
44020,Paraiso,19/10/2011 09:54,Muy bajo (1 - 2 mts),190.0,Grande,-68.831301262,-32.8853443265,3,Parque O'Higgins,1531146.02653,0,muy alto
31499,Olmo comun,19/05/2011 10:39,Alto (> 8 mts),190.0,Grande,-68.8586705246,-32.8905108611,5,Residencial Sur,2423808.92355,0,muy alto
2942,Morera,21/09/2011 09:11,Alto (> 8 mts),140.0,Grande,-68.8290692832,-32.8731254322,4,Cuarta Este Área Fundacional,1822015.85685,1,alto
5547,Morera,11/04/2011 09:43,Medio (4 - 8 mts),58.0,Mediano,-68.840993571,-32.8817435356,1,Parque Central,1655357.93265,0,bajo
41010,Morera,12/04/2011 11:04,Alto (> 8 mts),130.0,Grande,-68.8397694732,-32.8798758417,1,Parque Central,1655357.93265,1,alto
8518,Morera,09/02/2011 09:04,Alto (> 8 mts),105.0,Grande,-68.838682482,-32.8975510646,2,Barrio Civico,2366816.36021,0,medio
14650,Aguaribay,15/12/2011 17:58,Bajo (2 - 4 mts),60.0,Mediano,-68.8824264111,-32.8676306509,8,Aeroparque,2203364.73622,0,bajo
34655,Fresno europeo,31/03/2011 11:32,Alto (> 8 mts),140.0,Grande,-68.8494345022,-32.8769974376,6,Residencial Norte,2694682.37982,0,alto
13683,Morera,23/02/2011 12:10,Alto (> 8 mts),150.0,Grande,-68.8526927089,-32.8653815845,6,Residencial Norte,2694682.37982,0,alto
6773,Morera,23/05/2011 10:07,Alto (> 8 mts),124.0,Grande,-68.8571080446,-32.8950736446,5,Residencial Sur,2423808.92355,0,alto
18657,Morera,05/07/2011 10:41,Alto (> 8 mts),88.0,Grande,-68.8366396762,-32.8752249524,1,Parque Central,1655357.93265,0,medio
8092,Morera,25/02/2011 09:06,Alto (> 8 mts),54.0,Mediano,-68.8484254081,-32.8896903145,5,Residencial Sur,2423808.92355,0,bajo
25435,Fresno europeo,11/02/2011 09:54,Alto (> 8 mts),140.0,Grande,-68.8367696219,-32.8997009139,2,Barrio Civico,2366816.36021,0,alto
26294,Morera,21/10/2011 10:05,Alto (> 8 mts),138.0,Grande,-68.8306649467,-32.8901348754,3,Parque O'Higgins,1531146.02653,1,alto
2139,Fresno europeo,09/11/2011 10:14,Medio (4 - 8 mts),60.0,Mediano,-68.8331674334,-32.8912858844,3,Parque O'Higgins,1531146.02653,0,bajo
17594,Caducifolio,19/07/2011 11:04,Medio (4 - 8 mts),100.0,Grande,-68.8427773873,-32.8665577586,4,Cuarta Oeste,1173332.70145,0,medio
1682,Morera,23/11/2011 07:57,Medio (4 - 8 mts),70.0,Grande,-68.8723131003,-32.879535641,7,Residencial Parque,1786336.08966,0,medio
10716,Fresno europeo,30/03/2011 12:57,Medio (4 - 8 mts),46.0,Mediano,-68.848614914,-32.8753355792,6,Residencial Norte,2694682.37982,0,bajo
29294,Pltano,22/02/2011 12:45,Alto (> 8 mts),226.0,Grande,-68.8436496584,-32.8876595978,1,Parque Central,1655357.93265,0,muy alto
24051,Paraiso,21/01/2011 10:17,Alto (> 8 mts),146.0,Grande,-68.8458544415,-32.9010808754,2,Barrio Civico,2366816.36021,0,alto
11186,Morera,27/01/2011 08:59,Alto (> 8 mts),138.0,Grande,-68.8441884738,-32.90147317,2,Barrio Civico,2366816.36021,0,alto
34268,Morera,04/03/2011 10:11,Medio (4 - 8 mts),124.0,Grande,-68.8526546625,-32.8738858094,6,Residencial Norte,2694682.37982,0,alto
4676,Prunas,10/08/2011 07:50,Medio (4 - 8 mts),25.0,Mediano,-68.8343243825,-32.8655480748,4,Cuarta Oeste,1173332.70145,0,bajo
15350,Paraiso,16/11/2011 12:49,Medio (4 - 8 mts),120.0,Grande,-68.8600866681,-32.870432897,6,Residencial Norte,2694682.37982,0,alto
27277,Pltano,31/10/2011 09:21,Alto (> 8 mts),160.0,Grande,-68.834961957,-32.8898104306,3,Parque O'Higgins,1531146.02653,0,muy alto
29462,Morera,15/03/2011 13:42,Alto (> 8 mts),240.0,Grande,-68.8443195638,-32.8939287218,2,Barrio Civico,2366816.36021,0,muy alto
39588,Morera,22/10/2010 12:00,Alto (> 8 mts),160.0,Grande,-68.8476820485,-32.8692789925,6,Residencial Norte,2694682.37982,0,muy alto
12153,Morera,19/01/2011 13:09,Alto (> 8 mts),155.0,Grande,-68.8467281727,-32.8683617824,6,Residencial Norte,2694682.37982,0,alto
21903,Fresno europeo,03/06/2011 09:38,Alto (> 8 mts),113.0,Grande,-68.8575374121,-32.8968793927,5,Residencial Sur,2423808.92355,0,alto
12977,Morera,15/02/2011 08:34,Alto (> 8 mts),210.0,Grande,-68.84393313,-32.8643840819,4,Cuarta Oeste,1173332.70145,0,muy alto
28522,Morera,21/02/2011 12:26,Alto (> 8 mts),44.0,Mediano,-68.8486523864,-32.8899069458,5,Residencial Sur,2423808.92355,0,bajo
17538,Paraiso,28/07/2011 10:46,Alto (> 8 mts),70.0,Grande,-68.8397383777,-32.8666066001,4,Cuarta Oeste,1173332.70145,0,medio
29501,Morera,18/02/2011 11:15,Medio (4 - 8 mts),118.0,Grande,-68.8449846702,-32.8920220205,2,Barrio Civico,2366816.36021,0,alto
14114,Caducifolio,02/12/2011 07:33,Bajo (2 - 4 mts),45.0,Mediano,-68.876362326,-32.8672139698,8,Aeroparque,2203364.73622,1,bajo
12240,Morera,18/01/2011 12:00,Bajo (2 - 4 mts),25.0,Mediano,-68.8459418353,-32.8672383598,4,Cuarta Oeste,1173332.70145,0,bajo
45173,Fresno europeo,31/08/2011 10:18,Alto (> 8 mts),120.0,Grande,-68.8231518925,-32.8705766986,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
27309,Morera,25/10/2011 09:37,Medio (4 - 8 mts),140.0,Grande,-68.8344231217,-32.8901418013,3,Parque O'Higgins,1531146.02653,1,alto
5036,Paraiso,21/07/2011 10:40,Medio (4 - 8 mts),96.0,Grande,-68.8406974116,-32.8625350926,4,Cuarta Oeste,1173332.70145,0,medio
7901,Tilo,15/06/2011 13:34,Medio (4 - 8 mts),38.0,Mediano,-68.8559582772,-32.8890060187,5,Residencial Sur,2423808.92355,0,bajo
26614,Pltano,03/11/2011 11:05,Alto (> 8 mts),176.0,Grande,-68.8330815165,-32.8900545095,3,Parque O'Higgins,1531146.02653,0,muy alto
7292,Morera,10/05/2011 13:27,Alto (> 8 mts),62.0,Grande,-68.8532362043,-32.9010353842,2,Barrio Civico,2366816.36021,0,medio
43775,Fresno europeo,14/10/2011 18:23,Alto (> 8 mts),220.0,Grande,-68.832974557,-32.8824432956,3,Parque O'Higgins,1531146.02653,0,muy alto
46791,Morera,07/09/2011 11:04,Medio (4 - 8 mts),189.0,Grande,-68.832066566,-32.8720687394,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
4961,Morera,15/07/2011 11:10,Alto (> 8 mts),190.0,Grande,-68.8438642668,-32.8704971845,4,Cuarta Oeste,1173332.70145,0,muy alto
31628,Pltano,10/06/2011 08:33,Alto (> 8 mts),195.0,Grande,-68.8591448532,-32.8881990976,5,Residencial Sur,2423808.92355,0,muy alto
7873,Paraiso,17/06/2011 10:57,Alto (> 8 mts),150.0,Grande,-68.8531253409,-32.8900667325,5,Residencial Sur,2423808.92355,0,alto
10139,Fresno europeo,28/12/2010 13:38,Muy bajo (1 - 2 mts),11.0,Chico,-68.8552284056,-32.8713216415,6,Residencial Norte,2694682.37982,0,bajo
1090,Aguaribay,13/12/2011 18:39,Medio (4 - 8 mts),100.0,Grande,-68.88091613,-32.8675253237,8,Aeroparque,2203364.73622,0,medio
979,Morera,16/01/2012 09:59,Medio (4 - 8 mts),45.0,Mediano,-68.8361998502,-32.8688170182,4,Cuarta Oeste,1173332.70145,1,bajo
44073,Morera,14/10/2011 11:32,Medio (4 - 8 mts),185.0,Grande,-68.8310662167,-32.8850296794,3,Parque O'Higgins,1531146.02653,1,muy alto
15270,lamo blanco,21/11/2011 12:31,Medio (4 - 8 mts),40.0,Mediano,-68.8583556714,-32.8703578432,6,Residencial Norte,2694682.37982,0,bajo
20325,lamo criollo,13/05/2011 11:31,Alto (> 8 mts),280.0,Grande,-68.8622749635,-32.8923603749,5,Residencial Sur,2423808.92355,0,muy alto
31118,Fresno europeo,08/02/2011 09:12,Medio (4 - 8 mts),86.0,Grande,-68.8543235429,-32.864450198,6,Residencial Norte,2694682.37982,0,medio
24695,Morera,17/01/2011 09:14,Alto (> 8 mts),113.0,Grande,-68.8433463062,-32.8964965135,2,Barrio Civico,2366816.36021,0,alto
10561,Morera,23/03/2011 10:35,Alto (> 8 mts),170.0,Grande,-68.8548188269,-32.8754943614,6,Residencial Norte,2694682.37982,0,muy alto
33497,Morera,17/06/2011 09:49,Medio (4 - 8 mts),54.0,Mediano,-68.8551959259,-32.8899412549,5,Residencial Sur,2423808.92355,0,bajo
23714,Morera,25/01/2011 12:50,Alto (> 8 mts),107.0,Grande,-68.8500575804,-32.9002755997,2,Barrio Civico,2366816.36021,0,medio
18678,Morera,05/07/2011 09:38,Alto (> 8 mts),180.0,Grande,-68.8363414247,-32.8740704109,4,Cuarta Oeste,1173332.70145,1,muy alto
44202,Acacia SP,14/10/2011 13:44,Alto (> 8 mts),105.0,Grande,-68.8351064393,-32.8824387504,3,Parque O'Higgins,1531146.02653,0,medio
29514,Morera,18/02/2011 11:55,Alto (> 8 mts),172.0,Grande,-68.8445798103,-32.8930107633,2,Barrio Civico,2366816.36021,0,muy alto
3960,Perenne,27/09/2011 10:13,Bajo (2 - 4 mts),160.0,Grande,-68.8222179662,-32.8742741303,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
24984,Olmo comun,16/02/2011 09:01,Alto (> 8 mts),145.0,Grande,-68.8378408958,-32.896559387,2,Barrio Civico,2366816.36021,0,alto
35106,Pltano,28/03/2011 12:27,Alto (> 8 mts),150.0,Grande,-68.8524153855,-32.8813176961,1,Parque Central,1655357.93265,0,alto
45290,Paraiso,16/09/2011 09:33,Medio (4 - 8 mts),42.0,Mediano,-68.8245694587,-32.8719735682,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
10470,Acer,04/03/2011 12:16,Medio (4 - 8 mts),46.0,Mediano,-68.8553269393,-32.873255649,6,Residencial Norte,2694682.37982,0,bajo
26633,Morera,03/11/2011 08:51,Medio (4 - 8 mts),180.0,Grande,-68.8343550443,-32.8907732557,3,Parque O'Higgins,1531146.02653,0,muy alto
46507,Morera,17/08/2011 09:47,Medio (4 - 8 mts),50.0,Mediano,-68.8303242184,-32.8669794801,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
47705,Morera,15/09/2011 13:01,Medio (4 - 8 mts),140.0,Grande,-68.8288515792,-32.8730378506,4,Cuarta Este Área Fundacional,1822015.85685,1,alto
2207,Pltano,28/10/2011 11:29,Alto (> 8 mts),210.0,Grande,-68.8390629112,-32.8929157808,2,Barrio Civico,2366816.36021,0,muy alto
36953,Acacia SP,08/04/2011 10:39,Medio (4 - 8 mts),60.0,Mediano,-68.8581178831,-32.8781030354,7,Residencial Parque,1786336.08966,0,bajo
47493,Morera,31/08/2011 13:44,Medio (4 - 8 mts),45.0,Mediano,-68.8262403805,-32.8702115774,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
28937,Morera,26/04/2011 10:28,Medio (4 - 8 mts),47.0,Mediano,-68.8459925439,-32.885388708,1,Parque Central,1655357.93265,0,bajo
5313,lamo criollo,28/04/2011 12:44,Medio (4 - 8 mts),100.0,Grande,-68.8433750339,-32.8762918616,1,Parque Central,1655357.93265,0,medio
27539,Fresno americano,27/10/2011 08:46,Alto (> 8 mts),142.0,Grande,-68.8357225986,-32.8911797387,3,Parque O'Higgins,1531146.02653,0,alto
24596,Morera,07/02/2011 10:53,Alto (> 8 mts),129.0,Grande,-68.8428751172,-32.903188717,2,Barrio Civico,2366816.36021,1,alto
752,Aguaribay,15/12/2011 08:16,Bajo (2 - 4 mts),18.0,Chico,-68.8803197919,-32.8664928489,8,Aeroparque,2203364.73622,0,bajo
42409,Fresno europeo,28/09/2011 11:38,Alto (> 8 mts),250.0,Grande,-68.8325074439,-32.8753158893,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
40017,Acacia SP,19/04/2011 10:20,Alto (> 8 mts),130.0,Grande,-68.8443517376,-32.8791331677,1,Parque Central,1655357.93265,0,alto
9142,Paraiso,23/02/2011 12:52,Alto (> 8 mts),260.0,Grande,-68.8526429982,-32.8659105325,6,Residencial Norte,2694682.37982,0,muy alto
29565,Morera,04/03/2011 10:45,Bajo (2 - 4 mts),15.0,Chico,-68.8447472319,-32.891080811,2,Barrio Civico,2366816.36021,0,bajo
8706,Fresno europeo,10/02/2011 13:30,Medio (4 - 8 mts),61.0,Grande,-68.8381992153,-32.9007062564,2,Barrio Civico,2366816.36021,0,medio
22225,Fresno europeo,18/05/2011 09:02,Medio (4 - 8 mts),48.0,Mediano,-68.8556873186,-32.8986264609,5,Residencial Sur,2423808.92355,0,bajo
9332,Acer,21/02/2011 09:42,Bajo (2 - 4 mts),84.0,Grande,-68.8470191916,-32.8652570845,4,Cuarta Oeste,1173332.70145,0,medio
6571,Morera,19/05/2011 10:19,Bajo (2 - 4 mts),30.0,Mediano,-68.8572318941,-32.8907782485,5,Residencial Sur,2423808.92355,0,bajo
7428,Fresno europeo,17/06/2011 17:22,Alto (> 8 mts),52.0,Mediano,-68.8570897431,-32.8998329716,5,Residencial Sur,2423808.92355,0,bajo
40700,Morera,19/04/2011 09:41,Alto (> 8 mts),160.0,Grande,-68.841791492,-32.8843014335,1,Parque Central,1655357.93265,0,muy alto
27226,Morera,26/10/2011 09:05,Medio (4 - 8 mts),50.0,Mediano,-68.8370202414,-32.8906675628,3,Parque O'Higgins,1531146.02653,0,bajo
34580,Morera,17/01/2012 19:45,Medio (4 - 8 mts),100.0,Grande,-68.8488020055,-32.8742322414,6,Residencial Norte,2694682.37982,0,medio
4089,Morera,30/09/2011 13:09,Medio (4 - 8 mts),100.0,Grande,-68.829503097,-32.8780959073,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
7671,Jacarand,27/05/2011 10:04,Bajo (2 - 4 mts),28.0,Mediano,-68.8543253126,-32.8850935497,5,Residencial Sur,2423808.92355,0,bajo
22677,Morera,12/05/2011 11:58,Alto (> 8 mts),176.0,Grande,-68.8531493939,-32.9006103012,2,Barrio Civico,2366816.36021,1,muy alto
18911,Pltano,02/08/2011 09:53,Alto (> 8 mts),320.0,Grande,-68.8417372054,-32.870589946,4,Cuarta Oeste,1173332.70145,0,muy alto
45624,Fresno europeo,22/09/2011 08:37,Muy bajo (1 - 2 mts),2.0,Chico,-68.8211712003,-32.8713543746,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
27321,Pltano,25/10/2011 09:23,Alto (> 8 mts),290.0,Grande,-68.8353563846,-32.8898846989,3,Parque O'Higgins,1531146.02653,0,muy alto
33209,Pltano,09/05/2011 12:48,Alto (> 8 mts),220.0,Grande,-68.8551561428,-32.8911693065,5,Residencial Sur,2423808.92355,0,muy alto
31477,Paraiso sombrilla,19/05/2011 11:36,Alto (> 8 mts),170.0,Grande,-68.8587531516,-32.8915124633,5,Residencial Sur,2423808.92355,1,muy alto
28867,Morera,26/04/2011 11:31,Medio (4 - 8 mts),57.0,Mediano,-68.8462131619,-32.8856726518,1,Parque Central,1655357.93265,0,bajo
16675,Paraiso,19/07/2011 10:49,Alto (> 8 mts),185.0,Grande,-68.8415059027,-32.8636244414,4,Cuarta Oeste,1173332.70145,1,muy alto
16820,Prunas,09/08/2011 09:21,Bajo (2 - 4 mts),30.0,Mediano,-68.838635638,-32.8653366061,4,Cuarta Oeste,1173332.70145,0,bajo
4753,Morera,03/08/2011 09:37,Medio (4 - 8 mts),60.0,Mediano,-68.8344465177,-32.8660263764,4,Cuarta Oeste,1173332.70145,0,bajo
1855,Acacia SP,17/11/2011 12:26,Muy bajo (1 - 2 mts),4.0,Chico,-68.8592762277,-32.8712808576,6,Residencial Norte,2694682.37982,0,bajo
38754,Morera,01/11/2010 12:53,Alto (> 8 mts),198.0,Grande,-68.8492770575,-32.8703921385,6,Residencial Norte,2694682.37982,1,muy alto
12398,Morera,21/01/2011 09:46,Alto (> 8 mts),105.0,Grande,-68.848351933,-32.8667020972,6,Residencial Norte,2694682.37982,0,medio
12335,Morera,13/01/2011 13:55,Alto (> 8 mts),189.0,Grande,-68.846840042,-32.8670430762,6,Residencial Norte,2694682.37982,0,muy alto
41758,Pltano,27/04/2011 12:39,Medio (4 - 8 mts),60.0,Mediano,-68.8416696711,-32.8785280113,1,Parque Central,1655357.93265,0,bajo
36491,Fresno europeo,06/04/2011 12:05,Alto (> 8 mts),80.0,Grande,-68.8550106804,-32.8792654519,6,Residencial Norte,2694682.37982,0,medio
5114,Acacia SP,08/08/2011 14:02,Bajo (2 - 4 mts),8.0,Chico,-68.8431950096,-32.8686161431,4,Cuarta Oeste,1173332.70145,0,bajo
30355,Morera,14/03/2011 11:24,Alto (> 8 mts),114.0,Grande,-68.840390495,-32.8905517142,3,Parque O'Higgins,1531146.02653,0,alto
43014,Fresno europeo,05/10/2011 11:13,Alto (> 8 mts),122.0,Grande,-68.8325384572,-32.8788129567,4,Cuarta Este Área Fundacional,1822015.85685,1,alto
13055,Paraiso,16/02/2011 11:58,Alto (> 8 mts),138.0,Grande,-68.8452483454,-32.8644014087,4,Cuarta Oeste,1173332.70145,0,alto
35352,Fresno europeo,22/06/2011 13:17,Medio (4 - 8 mts),110.0,Grande,-68.8530566945,-32.8837650538,5,Residencial Sur,2423808.92355,0,medio
1027,Aguaribay,14/12/2011 11:03,Muy bajo (1 - 2 mts),18.0,Chico,-68.8817244904,-32.8650781585,8,Aeroparque,2203364.73622,0,bajo
23019,Morera,17/06/2011 17:54,Medio (4 - 8 mts),28.0,Mediano,-68.8582987892,-32.9003303963,5,Residencial Sur,2423808.92355,0,bajo
48085,Paraiso,29/09/2011 11:19,Medio (4 - 8 mts),70.0,Grande,-68.8271469039,-32.8677261517,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
16223,Morera,20/07/2011 10:50,Alto (> 8 mts),165.0,Grande,-68.8434512749,-32.8656212953,4,Cuarta Oeste,1173332.70145,0,muy alto
2680,Pltano,11/10/2011 09:08,Alto (> 8 mts),200.0,Grande,-68.832825227,-32.8848166729,3,Parque O'Higgins,1531146.02653,0,muy alto
27712,Olmo comun,01/11/2011 11:25,Alto (> 8 mts),130.0,Grande,-68.8366928714,-32.8951449142,2,Barrio Civico,2366816.36021,0,alto
7517,Morera,15/06/2011 09:40,Muy bajo (1 - 2 mts),12.0,Chico,-68.8585367907,-32.8826972182,7,Residencial Parque,1786336.08966,0,bajo
7061,Fresno europeo,09/06/2011 09:38,Bajo (2 - 4 mts),15.0,Chico,-68.857391226,-32.8981256656,5,Residencial Sur,2423808.92355,0,bajo
16606,Morera,26/07/2011 10:03,Alto (> 8 mts),166.0,Grande,-68.8407831101,-32.8656474487,4,Cuarta Oeste,1173332.70145,0,muy alto
38012,Fresno europeo,10/01/2012 12:28,Bajo (2 - 4 mts),60.0,Mediano,-68.8479476604,-32.8727523862,6,Residencial Norte,2694682.37982,0,bajo
21028,lamo blanco,22/06/2011 11:35,Alto (> 8 mts),180.0,Grande,-68.8642376538,-32.9014523766,5,Residencial Sur,2423808.92355,0,muy alto
41728,Fresno europeo,26/04/2011 09:15,Alto (> 8 mts),108.0,Grande,-68.8375099999,-32.8779838249,1,Parque Central,1655357.93265,0,medio
38270,Fresno europeo,02/12/2010 10:03,Alto (> 8 mts),128.0,Grande,-68.8461960902,-32.8722299186,6,Residencial Norte,2694682.37982,0,alto
5173,Jacarand,04/08/2011 12:32,Medio (4 - 8 mts),45.0,Mediano,-68.8381841411,-32.8641527709,4,Cuarta Oeste,1173332.70145,1,bajo
18712,Fresno americano,04/07/2011 10:12,Alto (> 8 mts),130.0,Grande,-68.8352049113,-32.8741971234,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
24897,Fresno europeo,17/02/2011 08:52,Alto (> 8 mts),124.0,Grande,-68.8384835548,-32.8969107852,2,Barrio Civico,2366816.36021,0,alto
41296,Fresno europeo,11/04/2011 10:24,Medio (4 - 8 mts),76.0,Grande,-68.8399608408,-32.8819430443,1,Parque Central,1655357.93265,0,medio
28683,Pltano,01/03/2011 13:04,Alto (> 8 mts),145.0,Grande,-68.8463338846,-32.8911430939,2,Barrio Civico,2366816.36021,0,alto
9038,Morera,11/01/2011 09:00,Alto (> 8 mts),195.0,Grande,-68.8446569493,-32.8670319545,4,Cuarta Oeste,1173332.70145,0,muy alto
30339,Acacia SP,10/03/2011 11:58,Alto (> 8 mts),115.0,Grande,-68.8408150832,-32.8905629855,3,Parque O'Higgins,1531146.02653,0,alto
15655,Caducifolio,15/11/2011 17:20,Muy bajo (1 - 2 mts),14.0,Chico,-68.8621581255,-32.8716535078,7,Residencial Parque,1786336.08966,0,bajo
34727,Fresno europeo,31/03/2011 12:51,Alto (> 8 mts),110.0,Grande,-68.8510686832,-32.8778822601,6,Residencial Norte,2694682.37982,0,medio
7536,Paraiso,14/06/2011 15:02,Bajo (2 - 4 mts),120.0,Grande,-68.8598529007,-32.8822262759,7,Residencial Parque,1786336.08966,0,alto
16818,Morera,09/08/2011 09:25,Medio (4 - 8 mts),56.0,Mediano,-68.8387895784,-32.865304936,4,Cuarta Oeste,1173332.70145,0,bajo
8338,Morera,16/03/2011 18:45,Alto (> 8 mts),92.0,Grande,-68.8462257881,-32.8928305854,2,Barrio Civico,2366816.36021,1,medio
12948,Prunas,12/01/2011 09:19,Medio (4 - 8 mts),80.0,Grande,-68.8447240998,-32.8637957099,4,Cuarta Oeste,1173332.70145,0,medio
29232,Pltano,25/02/2011 17:11,Alto (> 8 mts),290.0,Grande,-68.8460940373,-32.8872029265,1,Parque Central,1655357.93265,0,muy alto
29223,Pltano,03/03/2011 10:11,Alto (> 8 mts),240.0,Grande,-68.845350623,-32.887401214,1,Parque Central,1655357.93265,1,muy alto
28826,Pltano,27/04/2011 12:21,Alto (> 8 mts),170.0,Grande,-68.8477832336,-32.8846649694,1,Parque Central,1655357.93265,0,muy alto
46622,Morera,05/09/2011 09:34,Alto (> 8 mts),170.0,Grande,-68.8306820572,-32.8697268868,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
22888,Morera,29/06/2011 16:36,Alto (> 8 mts),96.0,Grande,-68.8544730606,-32.9016280428,5,Residencial Sur,2423808.92355,1,medio
47506,Morera,29/08/2011 14:19,Alto (> 8 mts),125.0,Grande,-68.8271899405,-32.8711028035,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
34493,Caducifolio,29/03/2011 11:19,Medio (4 - 8 mts),64.0,Grande,-68.8503558675,-32.8751406513,6,Residencial Norte,2694682.37982,0,medio
36081,Morera,06/04/2011 10:08,Alto (> 8 mts),130.0,Grande,-68.8543176781,-32.8766618184,6,Residencial Norte,2694682.37982,0,alto
48004,Morera,29/08/2011 09:07,Medio (4 - 8 mts),87.0,Grande,-68.8259863514,-32.868979521,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
6870,Fresno europeo,07/06/2011 10:29,Medio (4 - 8 mts),100.0,Grande,-68.8582393024,-32.8950845388,5,Residencial Sur,2423808.92355,1,medio
25902,Morera,07/02/2011 15:32,Alto (> 8 mts),178.0,Grande,-68.8394688328,-32.9024536608,2,Barrio Civico,2366816.36021,0,muy alto
32966,Morera,19/05/2011 11:52,Alto (> 8 mts),160.0,Grande,-68.8499703724,-32.8875920263,5,Residencial Sur,2423808.92355,0,muy alto
25529,Morera,04/03/2011 13:38,Alto (> 8 mts),82.0,Grande,-68.8404492793,-32.9005060935,2,Barrio Civico,2366816.36021,1,medio
6057,Morera,14/04/2011 11:42,Medio (4 - 8 mts),65.0,Grande,-68.8453897105,-32.8824999651,1,Parque Central,1655357.93265,0,medio
12507,Morera,26/01/2011 09:54,Alto (> 8 mts),170.0,Grande,-68.8483148535,-32.8684776112,6,Residencial Norte,2694682.37982,0,muy alto
46664,Morera,02/09/2011 11:03,Alto (> 8 mts),145.0,Grande,-68.8318644464,-32.8704624607,4,Cuarta Este Área Fundacional,1822015.85685,1,alto
20563,Morera,03/06/2011 11:16,Alto (> 8 mts),155.0,Grande,-68.8582252018,-32.8976113555,5,Residencial Sur,2423808.92355,0,alto
